ts,symbol,signal,price,ret_est,pos_frac,equity_before,equity_after
2025-09-10T17:16:44.915691+00:00,SOL/USDT,FLAT,223.36000000,-0.00040277,0.0000,1000.00,1000.00
2025-09-10T18:03:52.177560+00:00,SOL/USDT,FLAT,223.10000000,0.00193111,0.0000,1000.00,1000.00
