ts,symbol,signal,price,ret_est,pos_frac,equity_before,equity_after
2025-09-10T17:16:35.773886+00:00,ETH/USDT,LONG,4391.75000000,0.00137720,1.0000,976.91,978.25
2025-09-10T18:03:42.562367+00:00,ETH/USDT,LONG,4370.00000000,0.00065489,1.0000,978.25,978.89
