ts,exchange,symbol,interval,strategy,signal,price,bars_used,ann_return,ann_vol,sharpe_ann,max_drawdown,win_rate_bar,profit_factor_bar,trade_count,avg_bar_return,paper_equity
2025-09-10T17:16:35.775887+00:00,binance,ETH/USDT,1h,ma,LONG,4391.75000000,1000,0.4399606753616143,0.501715550552312,0.726753086065976,-0.23018580998509375,0.4774774774774775,1.042312410490398,13,4.1623674967071314e-05,978.25
2025-09-10T18:03:42.565073+00:00,binance,ETH/USDT,1h,ma,LONG,4370.00000000,1000,0.3787791450093303,0.5018626193913661,0.6400242744690998,-0.23018580998509375,0.4764044943820225,1.0378136521664756,13,3.666715967604006e-05,978.89
